kaupunginosa,huoneisto,talotyyppi,neliot,velaton_hinta,neliohinta,rakennusvuosi,kerros,hissi,kunto,tontti,energialuokka,apartment_type,postcode
Myllypuro,"2h, kk, vh, las...",kt,"50,50",124000,2455,1964,3/7,on,tyyd.,vuokra,F2013,Kaksiot,00920
Myllypuro,2h+k+kph+vh+las...,kt,"59,20",157000,2652,1966,2/4,ei,tyyd.,vuokra,E2013,Kaksiot,00920
Myllypuro,"2 h, k, kph, vh...",kt,"52,00",122000,2346,1966,2/7,on,tyyd.,vuokra,E2018,Kaksiot,00920
Myllypuro,"2h,k,iso lasite...",kt,"50,50",149000,2950,1964,5/7,on,hyvä,vuokra,D2018,Kaksiot,00920
Myllypuro,2h+k,kt,"55,00",152500,2773,1965,3/4,on,hyvä,vuokra,E2018,Kaksiot,00920
Myllypuro,2h+kk+kph+vh+p,kt,"50,50",125000,2475,1964,2/7,on,huono,vuokra,D2018,Kaksiot,00920
Myllypuro,"2h,k,lasitettu ...",kt,"50,00",122000,2440,1964,1/8,on,huono,vuokra,D2018,Kaksiot,00920
Myllypuro,"2h, kk, kph, vh...",kt,"43,50",130000,2989,1966,6/7,on,hyvä,vuokra,E2018,Kaksiot,00920
Myllypuro,"2h, avok, kph, ...",kt,"50,00",145000,2900,1964,6/8,on,hyvä,vuokra,D2018,Kaksiot,00920
Myllypuro,"2h, kk, kph, vh",kt,"49,00",110000,2245,1977,2/6,on,tyyd.,vuokra,D2007,Kaksiot,00920
Myllypuro,2h+k,kt,"54,50",150000,2752,1964,2/3,ei,hyvä,vuokra,E2018,Kaksiot,00920
Myllypuro,"2h, k, kph, vh,...",kt,"53,50",130000,2430,1965,2/3,ei,tyyd.,vuokra,F,Kaksiot,00920
Myllypuro,2h+k+kph+p,kt,"44,00",69000,1568,1965,3/4,ei,tyyd.,vuokra,F2013,Kaksiot,00920
Myllypuro,2h+k+kph+las.parv,kt,"50,00",143000,2860,1964,8/8,on,tyyd.,vuokra,D2018,Kaksiot,00920
Myllypuro,"2h, kk, kph, vh...",kt,"50,50",140000,2772,1964,7/7,on,tyyd.,vuokra,F2013,Kaksiot,00920
Myllypuro,"2h, k, kph, vh,...",kt,"53,50",135000,2523,1965,1/4,ei,hyvä,vuokra,F,Kaksiot,00920
Myllypuro,"2h, kk, vh, kph...",kt,"43,50",141000,3241,1966,6/7,on,hyvä,vuokra,E2018,Kaksiot,00920
Mellunmäki,2h+K+KPH+S,rt,"86,00",300000,3488,2023,1/2,ei,hyvä,oma,B2018,Kaksiot,00920
Myllypuro,"3h,k,vh,lasitet...",kt,"72,00",165000,2292,1964,7/7,on,tyyd.,vuokra,D2018,Kolmiot,00920
Myllypuro,"3h, k, kph, las...",kt,"70,00",194000,2771,1964,6/8,on,hyvä,vuokra,D2018,Kolmiot,00920
Myllypuro,"3h,k,vh,kph,par...",kt,"70,60",135000,1912,1964,2/3,ei,tyyd.,oma,E2018,Kolmiot,00920
Myllypuro,3h+k+kph+vh+par...,kt,"72,00",155000,2153,1964,2/7,on,tyyd.,vuokra,D2018,Kolmiot,00920
Myllypuro,"3h, k, rt, kph,...",kt,"78,00",209000,2679,1965,3/4,ei,hyvä,vuokra,F,Kolmiot,00920
Myllypuro,"3h,k,lasitettu ...",kt,"69,00",168000,2435,1965,4/5,on,hyvä,vuokra,C2013,Kolmiot,00920
Myllypuro,"3 h, k, kph, la...",kt,"69,50",217500,3129,1965,1/4,on,hyvä,vuokra,E2018,Kolmiot,00920
Myllypuro,3h+k+kph+las.parv,kt,"70,00",160000,2286,1964,4/8,on,tyyd.,vuokra,D2018,Kolmiot,00920
Myllypuro,3h+k+kph+erill....,kt,"77,00",115000,1494,1965,4/4,ei,tyyd.,vuokra,F2013,Kolmiot,00920
Myllypuro,3h+k+kph+vh+p,kt,"74,50",140000,1879,1964,3/8,on,tyyd.,vuokra,E2018,Kolmiot,00920
Myllypuro,"3h, k, kph, par...",kt,"71,50",155000,2168,1965,2/4,on,tyyd.,vuokra,D2018,Kolmiot,00920
Myllypuro,3h+avok+kph+vh+...,kt,"67,50",240000,3556,2021,2/6,on,hyvä,vuokra,B2018,Kolmiot,00920
Myllypuro,"3h, k, kph, vh,...",kt,"73,00",210000,2877,1964,4/7,on,tyyd.,vuokra,F2013,Kolmiot,00920
Myllypuro,3h+k+s,rt,"81,50",387000,4748,2020,1/1,ei,hyvä,oma,C2013,Kolmiot,00920
Myllypuro,"3h,avokeitti...",kt,"80,00",270000,3375,2009,4/5,on,hyvä,vuokra,C2018,Kolmiot,00920
Helsinki,"3h, k, kph, las...",kt,"69,50",175000,2518,1965,3/4,on,tyyd.,vuokra,E2018,Kolmiot,00920
Myllypuro,"3 h, k, kp, vh,...",kt,"69,50",142000,2043,1964,3/3,ei,huono,vuokra,E2018,Kolmiot,00920
Myllypuro,"4h, k, s/khh/kp...",rt,"74,00",290000,3919,2018,1/2,ei,hyvä,,C2018,Neljä huonetta tai enemmän,00920
Myllypuro,"4-5h, k, kph, w...",kt,"98,50",240000,2437,1966,7/7,on,hyvä,vuokra,E2018,Neljä huonetta tai enemmän,00920
Myllypuro,"4h,k,kh,2xwc,vh...",kt,"91,00",229000,2516,1966,3/3,ei,hyvä,vuokra,D2018,Neljä huonetta tai enemmän,00920
Myllypuro,"4h, avokeitti&#...",rt,"74,00",332500,4493,2018,-1/2,ei,hyvä,oma,C2018,Neljä huonetta tai enemmän,00920
,4h+avok+khh+s+p...,ok,"108,00",445000,4120,2018,-1/2,ei,hyvä,oma,B2018,Neljä huonetta tai enemmän,00920
,"5h, avokeitti&#...",ok,"147,00",480000,3265,2019,-1/2,ei,hyvä,vuokra,B2018,Neljä huonetta tai enemmän,00920
,6h+keittiö...,ok,"139,00",460000,3309,2014,1/2,ei,hyvä,vuokra,B2018,Neljä huonetta tai enemmän,00920
,"5h, k, kph/s, e...",ok,"156,00",395000,2532,1983,1/1,ei,tyyd.,oma,C2018,Neljä huonetta tai enemmän,00920
,"4h, k, s",ok,"126,00",410000,3254,2007,1/3,ei,,oma,,Neljä huonetta tai enemmän,00920
Kontula,1h+kk+kph(yhti&...,kt,"31,00",110000,3548,1970,7/8,on,hyvä,oma,G2018,Yksiöt,00940
Kontula,1h+kk,kt,"31,00",100000,3226,1970,4/8,on,hyvä,oma,G2018,Yksiöt,00940
Kontula,"1h, kph, kk",kt,"30,50",85000,2787,1967,1/8,on,tyyd.,vuokra,G2013,Yksiöt,00940
Kontula,"1h, kk",kt,"25,00",84000,3360,1967,1/4,ei,hyvä,oma,G2013,Yksiöt,00940
Kontula,1h+kk,kt,"27,00",94000,3481,1968,5/8,on,tyyd.,oma,G2013,Yksiöt,00940
Kontula,"1h, kk, kph (yj...",kt,"30,50",84000,2754,1967,1/3,ei,tyyd.,vuokra,,Yksiöt,00940
Kontula,"1h, kk, kph(wc",kt,"28,00",87000,3107,1967,2/3,ei,tyyd.,vuokra,,Yksiöt,00940
Kontula,1h+alkovi+k+kph,kt,"25,50",85000,3333,1967,1/4,ei,tyyd.,oma,G,Yksiöt,00940
Kontula,1h+kk,kt,"31,50",114000,3619,1966,8/8,on,hyvä,oma,G2013,Yksiöt,00940
Kontula,"2h, k, kph, p",kt,"54,00",131000,2426,1967,2/8,on,hyvä,vuokra,G2013,Kaksiot,00940
Kivikko,2h+kk+s,kt,"46,50",145000,3118,2003,2/4,on,tyyd.,vuokra,D2018,Kaksiot,00940
Kontula,"2h, k, kph, eri...",kt,"59,50",99500,1672,1967,7/8,on,tyyd.,vuokra,C2018,Kaksiot,00940
Kontula,2h+avok+kph+sau...,kt,"51,00",171987,3372,2004,3/8,on,hyvä,vuokra,E2018,Kaksiot,00940
Kontula,2h+k+lasitettu ...,kt,"56,00",124000,2214,1968,4/8,on,tyyd.,oma,C2018,Kaksiot,00940
Kontula,2h+k,kt,"57,00",126000,2211,1965,3/7,on,tyyd.,vuokra,C2018,Kaksiot,00940
Kontula,"2h, kk, kph (yj...",kt,"50,00",100000,2000,1965,3/6,on,hyvä,vuokra,C2018,Kaksiot,00940
Kivikko,2h+k+s,kt,"60,00",168000,2800,2001,2/3,on,hyvä,vuokra,D2018,Kaksiot,00940
Kurkimäki,"2 h, k, kph, vh...",kt,"58,50",128000,2188,1989,1/1,ei,tyyd.,vuokra,E2018,Kaksiot,00940
Kontula,2h+k+kph+p,kt,"59,50",147500,2479,1966,4/5,on,hyvä,vuokra,D2018,Kaksiot,00940
Kontula,2h+kk,kt,"46,00",114000,2478,1966,2/7,on,tyyd.,oma,G2013,Kaksiot,00940
Kontula,"2h, k, kph, p",kt,"59,00",107000,1814,1970,3/3,ei,tyyd.,vuokra,E2007,Kaksiot,00940
Kontula,"2h, kk, kph",kt,"47,00",82500,1755,1968,2/8,on,tyyd.,vuokra,G2013,Kaksiot,00940
Kontula,"2h, avok, kph, ...",kt,"55,00",100000,1818,1967,4/8,on,huono,vuokra,C2018,Kaksiot,00940
Vesala,"2h, k, kph, s, ...",rt,"57,00",207000,3632,1984,1/1,ei,hyvä,oma,E2013,Kaksiot,00940
Kontula,"2h, kk, kph, p.",kt,"46,00",108000,2348,1966,2/7,on,hyvä,oma,G2013,Kaksiot,00940
Kontula,empty,kt,"53,50",110000,2056,1966,6/8,on,tyyd.,oma,F2018,Kaksiot,00940
Kurkimäki,2h+k+kph+s+las.p,kt,"54,00",125000,2315,1983,4/4,ei,tyyd.,vuokra,E2018,Kaksiot,00940
Vesala,"2h, avok, kph/w...",kt,"49,00",103000,2102,1991,3/3,ei,hyvä,vuokra,,Kaksiot,00940
Kivikko,"2h, kk, kph, s, p",kt,"51,50",140000,2718,2001,2/4,on,hyvä,vuokra,D2007,Kaksiot,00940
Kontula,2h+k+lasitettu ...,kt,"55,50",118000,2126,1967,5/8,on,hyvä,vuokra,C2018,Kaksiot,00940
Kontula,2h+k+kph+las.p,kt,"52,00",111000,2135,1967,2/3,ei,hyvä,vuokra,D2018,Kaksiot,00940
Kontula,"2h, kk, kph, p",kt,"42,00",110000,2619,1971,8/9,on,tyyd.,oma,E2007,Kaksiot,00940
Vesala,"2 huonetta, kei...",kt,"54,50",120000,2202,1988,3/3,ei,tyyd.,vuokra,E2007,Kaksiot,00940
Kivikko,2h+kk+s+terassi...,kt,"44,50",130000,2921,2004,1/5,ei,tyyd.,vuokra,F2013,Kaksiot,00940
Kurkimäki,"2 h, k, kph, om...",kt,"57,50",120000,2087,1988,1/2,ei,hyvä,vuokra,G2013,Kaksiot,00940
Kontula,"2h, k, kph, eri...",kt,"59,50",90000,1513,1967,4/8,on,tyyd.,vuokra,C2018,Kaksiot,00940
Kontula,"2h, avok, kph, ...",kt,"68,00",240000,3529,2004,1/8,on,hyvä,vuokra,E2018,Kaksiot,00940
Kurkimäki,2H+K,kt,"59,00",114000,1932,1988,2/3,ei,tyyd.,vuokra,D2018,Kaksiot,00940
Kontula,2h+k+kph+lasit....,kt,"58,00",145000,2500,1969,8/9,on,hyvä,oma,G2013,Kaksiot,00940
Kontula,"2h, kk, kph, pa...",kt,"43,00",97000,2256,1966,5/7,on,huono,vuokra,D2018,Kaksiot,00940
Kontula,2h+k+kph,kt,"43,50",84000,1931,1964,4/8,on,tyyd.,vuokra,C2018,Kaksiot,00940
Kontula,2h+k+kph,kt,"43,50",85100,1956,1964,5/8,on,tyyd.,vuokra,C2018,Kaksiot,00940
Kontula,2h+k+vh+parveke,kt,"55,50",144500,2604,1966,4/8,on,hyvä,vuokra,C2018,Kaksiot,00940
"Kontula, mellunkylä",2h+kph/wc+k+las...,kt,"59,50",102000,1714,1967,8/8,on,hyvä,vuokra,G2013,Kaksiot,00940
Vesala,"3h,k, kph, s, e...",rt,"77,00",177000,2299,1979,1/1,ei,tyyd.,oma,E2007,Kolmiot,00940
Kontula,"3h, k, wc, kph,...",kt,"73,00",159000,2178,1966,1/3,ei,hyvä,oma,D2018,Kolmiot,00940
Kontula,3h+avok-rt+kph+...,kt,"73,50",152000,2068,1967,7/7,on,hyvä,vuokra,D2018,Kolmiot,00940
Kontula,"3h, k,parv",kt,"68,50",155000,2263,1965,2/3,ei,hyvä,oma,G2013,Kolmiot,00940
Kontula,"3h, k, kph, p",kt,"59,50",115000,1933,1966,7/8,on,huono,oma,G2013,Kolmiot,00940
Kontula,3h+k,kt,"70,00",140000,2000,1965,1/3,ei,hyvä,vuokra,,Kolmiot,00940
Kontula,"3h, k, kph, eri...",kt,"73,50",128171,1744,1965,1/3,ei,tyyd.,oma,G2013,Kolmiot,00940
Vesala,"4 h, k, s, tera...",rt,"91,40",390000,4267,2021,1/1,ei,hyvä,oma,B2018,Kolmiot,00940
Kontula,"3h, k, p, vh, k...",kt,"66,00",142500,2159,1967,,on,tyyd.,vuokra,C2018,Kolmiot,00940
Kontula,"3h, k, kph, eri...",kt,"75,00",120000,1600,1967,6/8,on,huono,vuokra,G2013,Kolmiot,00940
Kontula,"3h, k, erill, w...",kt,"75,00",176500,2353,1970,2/3,ei,hyvä,oma,G2013,Kolmiot,00940
Kontula,"3h, k, kph, eri...",kt,"73,00",155000,2123,1966,3/7,on,hyvä,oma,G2013,Kolmiot,00940
Mellunkylä,"3h, k",kt,"75,00",170000,2267,1970,3/3,ei,hyvä,oma,G2013,Kolmiot,00940
Kurkimäki,"3h,k (rakentama...",kt,"61,50",58000,943,1983,1/4,ei,,vuokra,E2018,Kolmiot,00940
Kontula,3h+k+kph+lasit....,kt,"59,50",129000,2168,1966,3/8,on,tyyd.,oma,G2013,Kolmiot,00940
Kontula,3h+k+erill.WC+k...,kt,"73,00",100000,1370,1967,1/3,ei,tyyd.,vuokra,,Kolmiot,00940
Kontula,"3h, k, kph, eri...",kt,"77,50",155000,2000,1966,2/5,on,hyvä,vuokra,G2013,Kolmiot,00940
Kontula,3-4h+k+Kph+eril...,kt,"76,00",170000,2237,1968,2/8,on,tyyd.,oma,G2013,Kolmiot,00940
Vesala,"3h, avok, sauna...",rt,"84,00",225000,2679,1989,1/2,ei,tyyd.,oma,,Kolmiot,00940
Vesala,"3h, k, kph, s, ...",rt,"72,50",250000,3448,1998,1/1,ei,hyvä,oma,,Kolmiot,00940
Kontula,"3h, k, kph, eri...",kt,"73,00",140000,1918,1966,4/5,on,tyyd.,oma,G2013,Kolmiot,00940
Kontula,"3h, k, kph, p",kt,"73,00",115000,1575,1966,3/7,on,tyyd.,oma,G2013,Kolmiot,00940
Kontula,"3h, k, kph, eri...",kt,"73,00",167000,2288,1966,1/5,on,hyvä,oma,G2013,Kolmiot,00940
Kontula,"4 h, k, kph, er...",kt,"80,00",130000,1625,1965,2/3,ei,tyyd.,vuokra,G2013,Neljä huonetta tai enemmän,00940
Vesala,"4h, k, kph, s, ...",rt,"94,90",160000,1686,1975,-1/2,ei,tyyd.,vuokra,D2018,Neljä huonetta tai enemmän,00940
Vesala,3h+k+s+aputilat...,rt,"112,60",185000,1643,1978,1/2,ei,hyvä,oma,D2018,Neljä huonetta tai enemmän,00940
Kontula,"4h, k, kph, vh,...",kt,"91,50",162000,1770,1967,6/8,on,hyvä,vuokra,C2018,Neljä huonetta tai enemmän,00940
Vesala,"4h, k, kh, wc, ...",rt,"94,90",160000,1686,1975,1/2,ei,tyyd.,vuokra,D2018,Neljä huonetta tai enemmän,00940
Kontula,"4h, k, kh, wc",kt,"91,50",120000,1311,1967,6/8,on,tyyd.,vuokra,G2013,Neljä huonetta tai enemmän,00940
Kontula,4h+k,kt,"84,00",182000,2167,1966,2/3,ei,hyvä,oma,D2018,Neljä huonetta tai enemmän,00940
Kontula,"4h, k, kph, eri...",kt,"76,00",125000,1645,1968,7/8,on,huono,oma,G2013,Neljä huonetta tai enemmän,00940
Kontula,4h+k+ruokailuti...,kt,"92,00",176000,1913,1968,5/8,on,tyyd.,vuokra,G2013,Neljä huonetta tai enemmän,00940
Kontula,"4h, k, kph, vh,...",kt,"91,50",141000,1541,1967,7/8,on,tyyd.,vuokra,G2013,Neljä huonetta tai enemmän,00940
Kurkimäki,5h+k+s+las.parveke,rt,"98,50",250000,2538,1987,1/2,ei,hyvä,vuokra,,Neljä huonetta tai enemmän,00940
Vesala,"4h,k,kph",rt,"94,00",140000,1489,1977,1/2,ei,tyyd.,vuokra,F2007,Neljä huonetta tai enemmän,00940
Kontula,6h+k+2wc+kph+vh...,kt,"128,00",260000,2031,1970,2/3,ei,hyvä,oma,G2013,Neljä huonetta tai enemmän,00940
Kivikko,4h+k+kkh+s,rt,"90,00",290000,3222,1999,2/2,ei,hyvä,vuokra,C2018,Neljä huonetta tai enemmän,00940
Kivikko,"4h, k, 2x kph, ...",rt,"91,50",268000,2929,2020,1/2,on,hyvä,vuokra,B,Neljä huonetta tai enemmän,00940
Vesala,4h+k,rt,"94,90",140000,1475,1975,2/2,ei,huono,vuokra,E2013,Neljä huonetta tai enemmän,00940
,"5 h, avok., kht...",ok,"140,00",369000,2636,1999,1/2,ei,tyyd.,vuokra,,Neljä huonetta tai enemmän,00940
,4-5h+k+kellarik...,ok,"96,00",385000,4010,1949,1/3,ei,hyvä,oma,B2018,Neljä huonetta tai enemmän,00940
,"4h, k, s, 2xwc,...",ok,"128,00",250000,1953,1954,-1/3,ei,tyyd.,oma,,Neljä huonetta tai enemmän,00940
Vartiokylä,"2 h, k, kph, la...",kt,"55,00",172000,3127,1971,2/2,ei,tyyd.,oma,B2018,Kaksiot,00950
Vartioharju,"2 h, k, kph, la...",kt,"59,00",160000,2712,1984,2/2,ei,hyvä,vuokra,D2018,Kaksiot,00950
Vartiokylä,"2h, k, kph, las.p",kt,"51,00",142100,2786,1970,1/2,ei,huono,oma,C2018,Kaksiot,00950
Vartiokylä,3h+k+kph+lasite...,kt,"67,00",195000,2910,1965,3/3,ei,hyvä,oma,D2018,Kolmiot,00950
Vartiokylä,"3h, k, kph, eri...",rt,"77,00",269000,3494,1990,1/1,ei,tyyd.,oma,,Kolmiot,00950
Vartioharju,"3h,k, kph, s, e...",rt,"91,00",370000,4066,2005,-1/2,ei,tyyd.,oma,,Kolmiot,00950
Vartiokylä,3h+k+kph+lasite...,kt,"67,00",208000,3104,1965,2/3,ei,hyvä,oma,D2018,Kolmiot,00950
Vartiokylä,"3h,k,kph,s, eri...",rt,"80,00",289000,3613,1989,2/2,ei,hyvä,vuokra,E2018,Kolmiot,00950
Vartioharju,"2h,k,",rt,"59,00",188750,3199,1984,1/2,ei,hyvä,vuokra,,Kolmiot,00950
"Mellunkylä, vartioharju",3h+avok.+kph/s+...,kt,"63,00",219000,3476,2020,5/5,on,hyvä,vuokra,B2018,Kolmiot,00950
Vartiokylä,"3h, k, kph, s, ...",rt,"68,50",375000,5474,2021,-1/2,ei,hyvä,oma,B2018,Kolmiot,00950
Vartiokylä,"4-5h, k, s, ph....",rt,"120,00",370000,3083,1973,1/1,ei,tyyd.,oma,,Neljä huonetta tai enemmän,00950
vartiokylä,"4h,k,kph,sauna,...",rt,"96,00",280000,2917,1970,1/1,ei,tyyd.,oma,G2007,Neljä huonetta tai enemmän,00950
Vartiokylä,4h+k+2xerilline...,rt,"101,00",380000,3762,1982,-1/2,ei,hyvä,oma,D2018,Neljä huonetta tai enemmän,00950
Vartiokylä,"3 h, h/var., k,...",rt,"92,00",442000,4804,2013,-1/2,ei,hyvä,oma,A2013,Neljä huonetta tai enemmän,00950
Vartiokylä,4h+k+kph+wc+pih...,rt,"77,00",285000,3701,1988,1/2,ei,tyyd.,vuokra,D2018,Neljä huonetta tai enemmän,00950
Vartioharju,"4h, k, kph, s, ...",rt,"94,50",204000,2159,1981,,ei,huono,vuokra,D2013,Neljä huonetta tai enemmän,00950
,"3-4 h, tupakeit...",ok,"104,00",328000,3154,1980,1/1,ei,tyyd.,oma,,Neljä huonetta tai enemmän,00950
,"4h, k, 2 kph, s...",ok,"93,50",280000,2995,1991,-1/2,ei,tyyd.,oma,,Neljä huonetta tai enemmän,00950
,"4h,k,rt,2xkph,k...",ok,"108,00",417000,3861,2022,-1/2,ei,hyvä,vuokra,B2018,Neljä huonetta tai enemmän,00950
Vuosaari,"2h, avok, kph, ...",kt,"41,00",113662,2772,1965,1/3,on,hyvä,oma,E2018,Kaksiot,00960
Vuosaari,"2h, k, kph, las...",kt,"55,00",128000,2327,1965,4/4,ei,tyyd.,oma,D2018,Kaksiot,00960
Vanha-vuosaari,"2h, k, kh, lasi...",kt,"51,50",110000,2136,1965,1/3,ei,tyyd.,oma,D2018,Kaksiot,00960
Vuosaari,2h+k+kph+parveke,kt,"50,80",127000,2500,1964,3/5,on,tyyd.,oma,F2007,Kaksiot,00960
Vuosaari,2h+k+kph+p,kt,"50,80",145000,2854,1964,5/5,on,tyyd.,oma,F2018,Kaksiot,00960
Vuosaari,2h+k+kph+lasite...,kt,"51,00",155000,3039,1965,5/5,on,hyvä,oma,F2018,Kaksiot,00960
Vuosaari,"2h, kph, vh, la...",kt,"54,00",116500,2157,1965,3/3,ei,huono,oma,D2018,Kaksiot,00960
Vuosaari,"2h, k, kph, par...",kt,"54,50",115000,2110,1980,1/3,ei,tyyd.,oma,,Kaksiot,00960
Vuosaari,2h+k+kph+p,kt,"50,80",118000,2323,1964,3/7,on,tyyd.,oma,F2007,Kaksiot,00960
Vuosaari,2h+k+kph+lasit....,kt,"51,50",115000,2233,1965,1/3,ei,tyyd.,oma,D2018,Kaksiot,00960
Vuosaari,2h+k,kt,"53,00",115000,2170,1965,,ei,tyyd.,oma,D2018,Kaksiot,00960
Vuosaari,2h + k,kt,"54,00",132000,2444,1965,3/3,ei,tyyd.,oma,D2018,Kaksiot,00960
Vuosaari,"2h, k, lasitett...",kt,"49,00",121700,2484,1973,1/5,on,hyvä,oma,E2007,Kaksiot,00960
Vuosaari,2 h+kk+kph+vh+p,kt,"51,00",108000,2118,1965,7/8,on,huono,oma,F2013,Kaksiot,00960
Vuosaari,2h+k+kph+p,kt,"54,00",106000,1963,1965,2/3,ei,huono,oma,F2013,Kaksiot,00960
Vuosaari,3h+k,kt,"68,70",190000,2766,1965,5/5,on,hyvä,oma,F2018,Kolmiot,00960
Vuosaari,3h+k,kt,"81,00",180000,2222,1969,8/8,on,tyyd.,oma,,Kolmiot,00960
Vuosaari,"3h,k,kh,wc,lasi...",kt,"68,70",200000,2911,1965,3/5,on,hyvä,oma,F2018,Kolmiot,00960
Vuosaari,"3h, k, kph/wc",kt,"66,00",145000,2197,1965,1/3,ei,tyyd.,oma,C2018,Kolmiot,00960
Vuosaari,3h+k,kt,"73,00",190000,2603,1965,2/8,on,hyvä,oma,E2013,Kolmiot,00960
Vuosaari,"5h, kph, wc, 2x...",rt,"99,50",250000,2513,1965,-1/2,ei,huono,oma,D2018,Neljä huonetta tai enemmän,00960
Vuosaari,4h+k+kph+wc+vh+...,kt,"80,00",178000,2225,1965,3/3,ei,tyyd.,oma,D2018,Neljä huonetta tai enemmän,00960
Vuosaari,"5h, alkovi, k, ...",kt,"99,00",197000,1990,1965,2/8,on,tyyd.,oma,F2013,Neljä huonetta tai enemmän,00960
Vuosaari,"4h, k, kph x 2,...",rt,"119,00",435000,3655,2004,1/2,ei,hyvä,oma,,Neljä huonetta tai enemmän,00960
Mellunmäki,"huone, kk, alko...",kt,"34,50",106680,3092,1976,2/3,ei,hyvä,oma,E2018,Yksiöt,00970
Mellunmäki,"huone, kk, alko...",kt,"34,50",106680,3092,1976,2/3,ei,hyvä,oma,E2018,Yksiöt,00970
Mellunmäki,"1h, kk, alkovi,...",kt,"30,00",71500,2383,1975,3/3,ei,tyyd.,oma,E2007,Yksiöt,00970
Mellunmäki,1h+kk+kph,kt,"30,00",90000,3000,1973,1/3,ei,tyyd.,oma,E2018,Yksiöt,00970
Mellunmäki,"1h, avok, kph, ...",kt,"30,50",70825,2322,1982,3/3,ei,huono,oma,D2018,Yksiöt,00970
Mellunmäki,1h+k+kph+lasite...,kt,"29,00",75800,2614,1981,3/5,on,huono,oma,E2018,Yksiöt,00970
Mellunmäki,"1h, kk, kph, p",kt,"34,50",63000,1826,1973,2/5,on,huono,oma,E2018,Yksiöt,00970
Mellunmäki,"1h, kk, kph, p",kt,"34,50",105000,3043,1976,2/3,ei,tyyd.,oma,E2018,Yksiöt,00970
"Mellunkylä, vesala",2h+k+kph+parveke,kt,"56,50",95000,1681,1986,2/3,ei,hyvä,vuokra,E2018,Kaksiot,00970
Mellunmäki,"2h, kk, kph/wc,...",kt,"50,50",82000,1624,1972,4/5,on,tyyd.,oma,E2018,Kaksiot,00970
Mellunkylä,2h+k+s+lasit.pa...,kt,"60,00",125250,2088,1987,1/3,on,tyyd.,vuokra,E2018,Kaksiot,00970
"Mellunkylä, mellunmäki",2h+k+kph+lasite...,kt,"55,00",140000,2545,1968,3/3,ei,tyyd.,oma,E2018,Kaksiot,00970
Fallpakka,2h+k+kph+s+piha,rt,"58,00",170000,2931,1993,1/1,ei,tyyd.,vuokra,D2018,Kaksiot,00970
Mellunmäki,2h+k+parv,kt,"55,00",140000,2545,1973,3/3,ei,hyvä,oma,D2018,Kaksiot,00970
Mellunkylä,2h+kk,kt,"47,50",93000,1958,1971,1/3,ei,huono,oma,E2018,Kaksiot,00970
Mellunmäki,"2h, k, kph, las...",kt,"55,00",148500,2700,1971,2/3,ei,hyvä,oma,E2018,Kaksiot,00970
Mellunmäki,"2h, k, kph, vh, p",kt,"55,50",52000,937,1975,1/3,ei,huono,oma,F2018,Kaksiot,00970
Mellunmäki,2h+kk,kt,"47,50",113000,2379,1973,2/3,ei,tyyd.,oma,E2018,Kaksiot,00970
Mellunmäki,2h+kk+s+las. te...,kt,"51,50",194500,3777,2006,5/6,on,hyvä,oma,C2018,Kaksiot,00970
Mellunmäki,2h+k+kph+p,kt,"55,00",131000,2382,1973,3/3,ei,tyyd.,oma,E2018,Kaksiot,00970
Mellunmäki,"3h, k, kph, vh,...",kt,"66,50",145000,2180,1974,5/5,on,tyyd.,oma,C2018,Kolmiot,00970
Mellunmäki,"3h, k, kph, las...",kt,"73,00",155000,2123,1973,3/3,ei,hyvä,oma,E2018,Kolmiot,00970
Mellunmäki,"3h, k, kph, las...",kt,"75,00",161000,2147,1970,3/5,on,huono,oma,,Kolmiot,00970
Mellunkylä,3h+k,kt,"70,50",90000,1277,1983,3/5,on,tyyd.,vuokra,C2018,Kolmiot,00970
Mellunmäki,"3h, k, kph, s, p",kt,"74,00",174000,2351,1974,3/5,on,tyyd.,oma,E2007,Kolmiot,00970
Mellunmäki,3-4 h + k + s +...,rt,"85,00",315000,3706,2017,1/2,ei,hyvä,vuokra,C2013,Kolmiot,00970
Mellunmäki,"3h, k, wc, s, l...",kt,"73,50",159000,2163,1981,2/5,on,hyvä,oma,E2018,Kolmiot,00970
Mellunmäki,"3 h, avokeitti&...",kt,"65,00",250000,3846,2020,4/4,on,hyvä,vuokra,B2018,Kolmiot,00970
Mellunkylä,"3h, k, kph/s, 2...",rt,"76,00",195000,2566,1988,1/2,ei,hyvä,vuokra,C2018,Kolmiot,00970
Mellunkylä,"3h, k, kph, s, ...",rt,"76,00",217000,2855,1985,1/2,ei,hyvä,vuokra,E2013,Kolmiot,00970
Mellunmäki,"3h, k, kph/wc, ...",kt,"73,00",130000,1781,1974,3/3,ei,tyyd.,oma,E2018,Kolmiot,00970
Mellunmäki,"3h, k, kph, vh,...",kt,"70,00",78900,1127,1973,3/5,on,tyyd.,oma,,Kolmiot,00970
Mellunmäki,3h+k+khh+kph+er...,kt,"80,50",129000,1602,1969,2/3,ei,tyyd.,oma,F2007,Kolmiot,00970
Mellunmäki,"3h, k, kph, eri...",kt,"67,00",89000,1328,1970,5/5,on,tyyd.,oma,D2018,Kolmiot,00970
Mellunkylä,3h+k,kt,"72,50",120000,1655,1983,1/2,ei,tyyd.,vuokra,D2018,Kolmiot,00970
